제품코드,적용시작일자,급여기준,상한가,가산금,투여경로,제품명,규격,단위,업체명,분류번호,주성분코드,전문/일반,퇴장방지,의약품동등성,저가대체가산여부,예외의약품구분,임의조제불가항목,고시일자,대응코드,희귀의약품구분,판매예정일,동일 의약품,청구규격,본인부담률D(30%)여부,본인부담률A(50%)여부,본인부담률B(80%)여부,선별급여여부,변경이전약품코드,변경이후약품코드,ATC코드,ATC코드_명칭,eng_ingredient_from_benefit
683101011,2020-11-14,급여,248,,외용,프로산0.15%점안액(히알루론산나트륨)_(0.675mg/0.45mL),0.45,mL/관,(주)휴메딕스,131,530059COS,전문의약품,,,,,,2020-11-13,,,,201405740,0.45,,,,,,,S01XA20,artificial tears and other indifferent preparations,sodium hyaluronate 0.675mg(1.5mg/mL)
683101021,2020-11-01,삭제,,,외용,프로산0.15%점안액(히알루론산나트륨)_(0.75mg/0.5mL),0.5,mL/관,(주)휴메딕스,131,530060COS,전문의약품,,,,,,2020-10-23,,,,,0.5,,,,,683101021,,,,sodium hyaluronate 0.75mg(1.5mg/mL)
683101031,2018-10-06,삭제,,0,외용,프로산0.15%점안액(히알루론산나트륨)_(0.825mg/0.55mL),0.55,mL/관,(주)휴메딕스,131,530081COS,전문의약품,,,,,,2018-09-20,,,,,0.55,,,,,683101031,,,,
683101041,2020-11-01,삭제,,,외용,프로산0.15%점안액(히알루론산나트륨)_(0.9mg/0.6mL),0.6,mL/관,(주)휴메딕스,131,530079COS,전문의약품,,,,,,2020-10-23,,,,,0.6,,,,,683101041,,,,
683101051,2020-11-01,삭제,,,외용,프로산0.15%점안액(히알루론산나트륨)_(1.05mg/0.7mL),0.7,mL/관,(주)휴메딕스,131,530080COS,전문의약품,,,,,,2020-10-23,,,,,0.7,,,,,683101051,,,,
683101061,2020-11-01,삭제,,,외용,프로산0.3%점안액(히알루론산나트륨)_(0.9mg/0.3mL),0.3,mL/관,(주)휴메딕스,131,530062COS,전문의약품,,,,,,2020-10-23,,,,,0.3,,,,,683101061,,,,
683101071,2018-10-06,삭제,,0,외용,프로산0.3%점안액(히알루론산나트륨)_(1.05mg/0.35mL),0.35,mL/관,(주)휴메딕스,131,530065COS,전문의약품,,,,,,2018-09-20,,,,,0.35,,,,,683101071,,,,sodium hyaluronate 1.05mg(3mg/mL)
683101081,2018-10-06,삭제,,0,외용,프로산0.3%점안액(히알루론산나트륨)_(1.17mg/0.39mL),0.39,mL/관,(주)휴메딕스,131,530066COS,전문의약품,,,,,,2018-09-20,,,,,0.39,,,,,683101081,,,,
683101091,2019-06-01,삭제,,,외용,프로산0.3%점안액(히알루론산나트륨)_(1.35mg/0.45mL),0.45,mL/관,(주)휴메딕스,131,530064COS,전문의약품,,,,,,2019-05-28,,,,,0.45,,,,,683101091,,,,sodium hyaluronate 1.35mg(3mg/mL)
683101101,2020-05-01,삭제,,,외용,프로산0.3%점안액(히알루론산나트륨)_(1.5mg/0.5mL),0.5,mL/관,(주)휴메딕스,131,530063COS,전문의약품,,,,,,2020-04-28,,,,,0.5,,,,,683101101,,,,sodium hyaluronate 1.5mg(3mg/mL)
683101111,2019-06-01,삭제,,,외용,프로산0.3%점안액(히알루론산나트륨)_(1.65mg/0.55mL),0.55,mL/관,(주)휴메딕스,131,530082COS,전문의약품,,,,,,2019-05-28,,,,,0.55,,,,,683101111,,,,
683101121,2018-10-06,삭제,,0,외용,프로산0.3%점안액(히알루론산나트륨)_(1.8mg/0.6mL),0.6,mL/관,(주)휴메딕스,131,530055COS,전문의약품,,,,,,2018-09-20,,,,,0.6,,,,,683101121,,,,
683101131,2020-11-01,삭제,,,외용,프로산0.3%점안액(히알루론산나트륨)_(2.1mg/0.7mL),0.7,mL/관,(주)휴메딕스,131,530016COS,전문의약품,,,,,,2020-10-23,,,,,0.7,,,,,683101131,,,,
683101141,2019-06-01,삭제,,,외용,프로산0.3%점안액(히알루론산나트륨)_(2.25mg/0.75mL),0.75,mL/관,(주)휴메딕스,131,530083COS,전문의약품,,,,,,2019-05-28,,,,,0.75,,,,,683101141,,,,
683101151,2020-11-01,삭제,,,외용,프로산0.3%점안액(히알루론산나트륨)_(2.4mg/0.8mL),0.8,mL/관,(주)휴메딕스,131,530017COS,전문의약품,,,,,,2020-10-23,,,,,0.8,,,,,683101151,,,,
683101161,2019-11-07,삭제,,,외용,휴솝에스점안액_(0.4mL),0.4,mL/관,(주)휴메딕스,131,541900COS,전문의약품,,,,,,2019-10-30,,,,,0.4,,,,,683101161,,,,dorzolamide hydrochloride (as dorzolamide 8mg(20mg/mL))
683101200,2022-05-01,삭제,,,내복,휴반트플러스디정_(1정),1,정,(주)휴메딕스,399,674500ATB,전문의약품,,,,,,2021-10-22,,,,,1,,,,,683101200,646005340,,,bazedoxifene acetate (as bazedoxifene 20mg)
683101211,2019-01-01,급여,2664,,외용,프로산점안액(히알루론산나트륨)_(6mg/6mL),6,mL/병,(주)휴메딕스,131,530021COS,전문의약품,,,,,,2018-12-21,,,,200907161,6,,,,,,,S01XA20,artificial tears and other indifferent preparations,sodium hyaluronate 6mg(1mg/mL)
683101212,2019-01-01,급여,4440,,외용,프로산점안액(히알루론산나트륨)_(10mg/10mL),10,mL/병,(주)휴메딕스,131,530029COS,전문의약품,,,,,,2018-12-21,,,,200907161,10,,,,,,,S01XA20,artificial tears and other indifferent preparations,sodium hyaluronate 10mg(1mg/mL)
683101221,2019-03-01,급여,4038,,외용,휴토펜점안액(케토티펜푸마르산염)_(4.14mg/6mL),6,mL/병,(주)휴메딕스,131,180138COS,일반의약품,,,,,,2019-02-21,,,,201804962,6,,,,,,,S01GX08,ketotifen,ketotifen fumarate (as ketotifen 3mg(0.5mg/mL))
683101231,2019-03-01,급여,2496,,외용,휴메토론점안액(플루오로메톨론)_(6mg/6mL),6,mL/병,(주)휴메딕스,131,161238COS,전문의약품,,,,,,2019-02-21,,,,201805186,6,,,,,,,S01BA07,fluorometholone,fluorometholone 6mg(1mg/mL)
683101241,2019-03-01,급여,2448,,외용,휴메토론티점안액_(6mL),6,mL/병,(주)휴메딕스,131,538900COS,전문의약품,,,,,,2019-02-21,,,,201805225,6,,,,,,,S01B,ANTIINFLAMMATORY AGENTS,fluorometholone 6mg(1mg/mL)
683101251,2023-02-27,급여,3132,0,외용,휴플록스점안액(오플록사신)_(18mg/6mL),6,mL/병,(주)휴메딕스,131,203937COS,전문의약품,,생동(사후통보),대체조제가능,,,,,,,201900158,6,,,,,,,S01AE01,ofloxacin,ofloxacin 18mg(3mg/mL)
683101261,2023-02-27,급여,3498,0,외용,휴클로점안액(디클로페낙나트륨)_(6mg/6mL),6,mL/병,(주)휴메딕스,131,143533COS,전문의약품,,생동(사후통보),대체조제가능,,,,,,,201900709,6,,,,,,,S01BC03,diclofenac,diclofenac sodium 6mg(1mg/mL)
683101271,2019-04-01,급여,4074,,외용,휴토마이신점안액(토브라마이신)_(18mg/6mL),6,mL/병,(주)휴메딕스,612,240834COS,전문의약품,,,,,,2019-03-22,,,,201900726,6,,,,,,,S01AA12,tobramycin,tobramycin 18mg(3mg/mL)
683101281,2023-02-27,급여,4042,0,외용,휴레신점안액(레보플록사신수화물)_(30mg/6mL),6,mL/병,(주)휴메딕스,131,183231COS,전문의약품,,생동(사후통보),대체조제가능,,,,,,,201900775,6,,,,,,,S01AE05,levofloxacin,levofloxacin 30mg(5mg/mL)
683101311,2022-11-01,삭제,,,내복,이지쿨시럽(덱시부프로펜)_(72mg/6mL),6,mL/포,(주)휴메딕스,114,142336ASY,일반의약품,,,,,,2022-10-25,,,,,6,,,,,683101311,,,,
683101320,2021-12-01,삭제,,,내복,휴픽사반정5밀리그램(아픽사반)_(5mg/1정),1,정,(주)휴메딕스,333,617002ATB,전문의약품,,생동(사후통보),대체조제가능,,,2021-11-23,,,,,1,,,,,683101320,,,,apixaban 5mg
683101330,2021-12-01,삭제,,,내복,휴픽사반정2.5밀리그램(아픽사반)_(2.5mg/1정),1,정,(주)휴메딕스,333,617001ATB,전문의약품,,,,,,2021-11-23,,,,,1,,,,,683101330,,,,apixaban 2.5mg
683101341,2020-02-01,급여,6282,0,외용,휴타딘점안액0.1%(올로파타딘염산염)_(6.66mg/6mL),6,mL/병,(주)휴메딕스,131,391737COS,전문의약품,,생동(사후통보),대체조제가능,,,2020-01-22,,,,201907808,6,,,,,,,S01GX09,olopatadine,olopatadine hydrochloride (as olopatadine 6mg(1mg/mL))
683101351,2022-11-01,삭제,,,주사,휴반드론주(이반드론산나트륨일수화물)_(3.375mg/3mL),3,mL/관,(주)휴메딕스,399,480330BIJ,전문의약품,,,,,,2022-10-25,,,,,3,,,,,683101351,,,,ibandronic acid monosodium salt monohydrate (as ibandronic acid 3mg(1mg/mL))
683101421,2024-03-01,급여,337,,외용,프로산0.3%점안액(히알루론산나트륨)(1회용)_(1.5mg/0.5mL),0.5,mL/관,(주)휴메딕스,131,530063COS,전문의약품,,,,,,2024-01-26,,,,201800137,0.5,,,,,698003751,,S01XA20,artificial tears and other indifferent preparations,sodium hyaluronate 1.5mg(3mg/mL)
683101441,2023-07-01,급여,225,0,외용,휴프레쉬점안액1%(카르복시메틸셀룰로오스나트륨)(1회용)_(4.5mg/0.45mL),0.45,mL/관,(주)휴메딕스,131,228651COS,일반의약품,,,,,,2023-06-27,,,,202301298,0.45,,,,,,,S01XA20,artificial tears and other indifferent preparations,carboxymethyl cellulose sodium 4.5mg(10mg/mL)
683101471,2025-06-01,급여,41764,,주사,가도큐프리필드주(가도부트롤수화물)_(6.2314g/10mL),10,mL/관,(주)휴메딕스,721,471631BIJ,전문의약품,,,,,,2025-05-20,,,,,10,,,,,,,,,gadobutrol 6.0472g(0.60472g/mL)
683600060,2012-03-01,삭제,,0,내복,글리톤정(나테글리니드),1,정,(주)한국파비스바이오텍,396,430202ATB,전문의약품,,생동(사후통보),대체조제가능,,,2011-08-29,,,,,1,,,,,A22402171,621801720,,,nateglinide 90mg
683600070,2010-11-01,삭제,,0,내복,글리틴정1mg(글리메피리드),1,정,(주)한국파비스바이오텍,396,165701ATB,전문의약품,,,,,,2010-10-27,,,,,1,,,,,A22452051,,,,glimepiride 1mg
683600100,2012-03-01,삭제,,0,내복,뉴로팜정(염산아세틸엘카르니틴),1,정,(주)한국파비스바이오텍,219,101601ATB,전문의약품,,생동(사후통보),대체조제가능,,,2011-08-29,,,,,1,,,,,A22401511,621800720,,,
683600120,2010-11-01,삭제,,0,내복,뉴피론건조시럽500mg/5mL(시럽용아목시실린·피복실설박탐),1,ml,(주)한국파비스바이오텍,618,379900ASY,전문의약품,,,,,,2010-10-27,,,,,1,,,,,A22452111,,,,
683600130,2012-03-01,삭제,,0,내복,뉴피론정500mg(아목시실린·피복실설박탐),1,정,(주)한국파비스바이오텍,618,380000ATB,전문의약품,,,,,,2011-08-29,,,,,1,,,,,A22452221,621802160,,,amoxicillin 0.25g
683600160,2012-03-01,삭제,,0,내복,독시카민정(메실산독사조신),1,정,(주)한국파비스바이오텍,214,149102ATB,전문의약품,,생동(사후통보),대체조제가능,,,2011-08-29,,,,,1,,,,,A22401551,621801950,,,doxazosin mesylate (as doxazocin 2mg)
683600190,2012-03-01,삭제,,0,내복,레보스정(레보드로프로피진),1,정,(주)한국파비스바이오텍,222,183102ATB,전문의약품,,,,,,2011-08-29,,,,,1,,,,,A22452121,621802120,,,levodropropizine 60mg
683600210,2012-03-01,삭제,,0,내복,레피딘정(레보설피리드),1,정,(주)한국파비스바이오텍,239,183501ATB,전문의약품,,생동(사후통보),대체조제가능,,,2011-08-29,,,,,1,,,,,A22451511,621801990,,,levosulpiride 25mg
683600230,2012-03-01,삭제,,0,내복,로자파정(로자탄칼륨),1,정,(주)한국파비스바이오텍,214,185701ATB,전문의약품,,생동(사후통보),대체조제가능,,,2011-08-29,,,,,1,,,,,A22401681,621802070,,,losartan potassium (as losartan 45.8mg)
683600250,2012-03-01,삭제,,0,내복,록사민정(록시스로마이신),1,정,(주)한국파비스바이오텍,614,225301ATB,전문의약품,,생동(사후통보),대체조제가능,,,2011-08-29,,,,,1,,,,,A22451561,621802020,,,roxithromycin 0.15g
683600260,2012-03-01,삭제,,0,내복,록소진정(록소프로펜나트륨),1,정,(주)한국파비스바이오텍,114,186101ATB,전문의약품,,생동(사후통보),대체조제가능,,,2011-08-29,,,,,1,,,,,A22401641,621802050,,,loxoprofen sodium hydrate (as loxoprofen sodium 60mg)
683600270,2012-03-01,삭제,,0,외용,루비나크림(염산테르비나핀),1,g,(주)한국파비스바이오텍,265,235701CCM,일반의약품,,,,,,2011-08-29,,,,,1,,,,,A22450981,621800370,,,
683600280,2011-09-01,삭제,,0,내복,리버셀연질캡슐(비페닐디메칠카르복실레이트),1,캡슐,(주)한국파비스바이오텍,391,117702ACS,전문의약품,,생동(사후통보),대체조제가능,,,2011-05-30,,,,,1,,,,,A22401731,,,,
683600310,2011-09-01,삭제,,0,내복,마로리제캅셀,1,캡슐,(주)한국파비스바이오텍,256,189602ACH,일반의약품,,의약품동등,,,,2011-05-30,,,,,1,,,,,A22400681,,,,
683600320,2012-03-01,삭제,,0,내복,말릭스정(말레인산트리메부틴),1,정,(주)한국파비스바이오텍,239,244301ATB,일반의약품,,의약품동등,,,,2011-08-29,,,,,1,,,,,A22400321,621801760,,,trimebutine maleate 0.1g
683600340,2012-03-01,삭제,,0,내복,메카250mg정(메토카르바몰),1,정,(주)한국파비스바이오텍,122,192001ATB,일반의약품,,생동(사후통보),대체조제가능,,,2011-08-29,,,,,1,,,,,A22451071,621800430,,,
683600360,2010-11-01,삭제,,0,내복,멜로신정(브로멜라인),1,정,(주)한국파비스바이오텍,395,451201ATE,일반의약품,,,,,,2010-10-27,,,,,1,,,,,A22451891,,,,bromelain 0.1g
683600370,2012-03-01,삭제,,0,내복,멜로칸캡슐(멜록시캄),1,캡슐,(주)한국파비스바이오텍,114,189701ACH,전문의약품,,생동(사후통보),대체조제가능,,,2011-08-29,,,,,1,,,,,A22401531,621801940,,,meloxicam 7.5mg
683600380,2012-03-01,삭제,,0,내복,모사비스정(구연산모사프리드),1,정,(주)한국파비스바이오텍,239,421001ATB,전문의약품,,생동(사후통보),대체조제가능,,,2011-08-29,,,,,1,,,,,A22402231,621802110,,,mosapride citrate hydrate (as mosapride 5mg)
683600390,2012-05-01,삭제,,0,내복,무시론산(차전자피),6,g/1포,한국파비스바이오텍,238,221002APD,일반의약품,,,,,,2011-10-28,,,,,6,,,,,A22452071,621800980,,,
683600440,2012-03-01,삭제,,0,내복,비스비캡슐(비티스비니페라엽엑스),1,캡슐,(주)한국파비스바이오텍,219,495401ACH,일반의약품,,,,,,2011-08-29,,,,,1,,,,,A22452151,621802140,,,vitis vinifera leaf ext. 0.18g
683600520,2012-03-01,삭제,,0,내복,세린정(인산벤프로페린),1,정,(주)한국파비스바이오텍,222,115401ATB,일반의약품,,,,,,2011-08-29,,,,,1,,,,,A22440901,621801890,,,
683600580,2012-03-01,삭제,,0,내복,소롤200밀리그람캅셀(소브레롤),1,캡슐,(주)한국파비스바이오텍,222,228202ACH,일반의약품,,의약품동등,,,,2011-08-29,,,,,1,,,,,A22400891,621801810,,,sobrerol 0.2g
683600620,2012-03-01,삭제,,0,내복,스노핀정275밀리그람(나프록센나트륨),1,정,(주)한국파비스바이오텍,114,199501ATB,일반의약품,,의약품동등,,,,2011-08-29,,,,,1,,,,,A22450821,621800250,,,naproxen sodium 0.275g
683600660,2012-03-01,삭제,,0,내복,시말탄정(시말드레이트),1,정,(주)한국파비스바이오텍,234,227601ATB,일반의약품,,의약품동등,,,,2011-08-29,,,,,1,,,,,A22400611,621801740,,,
683600680,2012-03-01,삭제,,0,내복,심록스정(심바스타틴),1,정,(주)한국파비스바이오텍,218,227801ATB,전문의약품,,생동(사후통보),대체조제가능,,,2011-08-29,,,,,1,,,,,A22401571,621801960,,,simvastatin 20mg
683600760,2012-03-01,삭제,,0,외용,아피톱크림(프레드니카르베이트0.1%),1,g,(주)한국파비스바이오텍,264,216902CCM,일반의약품,,,,,,2011-08-29,,,,,1,,,,,A22451481,621800600,,,
683600860,2011-09-01,삭제,,0,내복,알리틴정(알리벤돌),1,정,(주)한국파비스바이오텍,239,104901ATB,전문의약품,,,,,,2011-05-30,,,,,1,,,,,A22451241,,,,
683600890,2012-03-01,삭제,,0,내복,암브크린정,1,정,(주)한국파비스바이오텍,222,264800ATB,전문의약품,,,,,,2011-08-29,,,,,1,,,,,A22400361,621801800,,,ambroxol hydrochloride 30mg
683600910,2012-03-01,삭제,,0,내복,에이유정,1,정,(주)한국파비스바이오텍,232,271800ATB,전문의약품,,,,,,2011-08-29,,,,,1,,,,,A22452061,621802100,,,
683600940,2012-03-01,삭제,,0,내복,에프날정(말레인산에날라프릴),1,정,(주)한국파비스바이오텍,214,151601ATB,전문의약품,,생동(사후통보),대체조제가능,,,2011-08-29,,,,,1,,,,,A22451551,621802010,,,enalapril maleate 10mg
683600960,2010-11-01,삭제,,0,내복,엘토신연질캡슐(L-시스틴)(수출명:LITOPAUTOBASO),1,캡슐,(주)한국파비스바이오텍,325,139503ACS,일반의약품,,,,,,2010-10-27,,,,,1,,,,,A22451611,,,,
683600980,2012-03-01,삭제,,0,내복,오메존캡슐(오메프라졸),1,캡슐,(주)한국파비스바이오텍,232,204401ACE,전문의약품,,생동(사후통보),대체조제가능,,,2011-08-29,,,,,1,,,,,A22401481,621801930,,,omeprazole granule(enteric coated) (as omeprazole 20mg)
683601010,2012-03-01,삭제,,0,내복,옥타벨정(브롬화옥틸로늄),1,정,(주)한국파비스바이오텍,123,203801ATB,전문의약품,,의약품동등,,,,2011-08-29,,,,,1,,,,,A22450111,621801670,,,octylonium bromide 20mg
683601060,2012-03-01,삭제,,0,내복,유키캅셀(락토바실루스아시도필루스균틴달화동결건조물),1,캡슐,(주)한국파비스바이오텍,237,180601ACH,일반의약품,,의약품동등,,,,2011-08-29,,,,,1,,,,,A22450561,621801870,,,
683601150,2012-03-01,삭제,,0,내복,카민산250밀리그람정(카르바민산클로르페네신),1,정,(주)한국파비스바이오텍,122,131702ATB,전문의약품,,생동(사후통보),대체조제가능,,,2011-08-29,,,,,1,,,,,A22450901,621801820,,,chlorphenesin carbamate 0.25g
683601160,2010-04-01,삭제,,0,내복,카민산정(카르바민산클로르페네신)(수출용),1,정,(주)한국파비스바이오텍,122,131701ATB,전문의약품,,의약품동등,,,,2009-09-29,,,,,1,,,,,A22400901,,,,chlorphenesin carbamate 0.125g
683601180,2012-03-01,삭제,,0,내복,칼그린연질캡슐,1,캡슐,(주)한국파비스바이오텍,321,473300ACS,일반의약품,,,,,,2011-08-29,,,,,1,,,,,A22451801,621800780,,,
683601340,2012-03-01,삭제,,0,내복,클리타정(클로닉신리신)(수출명:FLOLUCINHUBACIN),1,정,(주)한국파비스바이오텍,114,136601ATB,일반의약품,,의약품동등,,,,2011-08-29,,,,,1,,,,,A22450681,621800200,,,
683601390,2012-03-01,삭제,,0,내복,탈리드정(탈니플루메이트),1,정,(주)한국파비스바이오텍,114,234401ATB,전문의약품,,생동(사후통보),대체조제가능,,,2011-08-29,,,,,1,,,,,A22451501,621801980,,,talniflumate 0.37g
683601400,2012-03-01,삭제,,0,내복,테로딘정(염산티로프라미드),1,정,(주)한국파비스바이오텍,124,240301ATB,전문의약품,,생동(사후통보),대체조제가능,,,2011-08-29,,,,,1,,,,,A22401461,621802030,,,tiropramide hydrochloride 0.1g
683601450,2012-03-01,삭제,,0,내복,파렌드정70밀리그람(알렌드론산나트륨),1,정,(주)한국파비스바이오텍,399,228303ATB,전문의약품,,생동(사후통보),대체조제가능,,,2011-08-29,,,,,1,,,,,A22401711,621800930,,,sodium alendronate (as alendronic acid 70mg)
683601460,2010-11-01,삭제,,0,내복,파비스에토돌락캅셀(수출용)(수출명:SOTOLACM-PRO),1,캡슐,(주)한국파비스바이오텍,114,156602ACH,전문의약품,,의약품동등,,,,2010-10-27,,,,,1,,,,,A22400861,,,,etodolac 0.2g
683601470,2010-11-01,삭제,,0,내복,파비나딘정120밀리그램(염산펙소나딘),1,정,(주)한국파비스바이오텍,141,347901ATB,전문의약품,,생동(사후통보),대체조제가능,,,2010-10-27,,,,,1,,,,,A22402201,,,,fexofenadine hydrochloride 0.12g
683601480,2012-03-01,삭제,,0,내복,파비스돔페리돈정,1,정,(주)한국파비스바이오텍,239,148402ATB,전문의약품,,의약품동등,,,,2011-08-29,,,,,1,,,,,A22400561,621801770,,,domperidone 10mg
683601490,2012-03-01,삭제,,0,내복,파비스라니티딘정,1,정,(주)한국파비스바이오텍,232,222801ATB,전문의약품,,의약품동등,,,,2011-08-29,,,,,1,,,,,A22400661,621801750,,,
683601520,2012-03-01,삭제,,0,내복,파비스세파클러캡슐250밀리그람,1,캡슐,(주)한국파비스바이오텍,618,125201ACH,전문의약품,,생동(사후통보),대체조제가능,,,2011-08-29,,,,,1,,,,,A22451401,621801970,,,cefaclor hydrate 0.25g
683601550,2012-03-01,삭제,,0,내복,파비스염산암브록솔정,1,정,(주)한국파비스바이오텍,222,106301ATB,일반의약품,,의약품동등,,,,2011-08-29,,,,,1,,,,,A22400301,621801790,,,ambroxol hydrochloride 30mg
683601560,2012-03-01,삭제,,0,내복,파비스오플록사신정,1,정,(주)한국파비스바이오텍,629,203901ATB,전문의약품,,의약품동등,,,,2011-08-29,,,,,1,,,,,A22450021,621801830,,,ofloxacin 0.1g
683601570,2012-03-01,삭제,,0,내복,파비스이부프로펜정400mg,1,정,(주)한국파비스바이오텍,114,172806ATB,일반의약품,,의약품동등,,,,2011-08-29,,,,,1,,,,,A22400881,621800050,,,ibuprofen 0.4g
683601590,2011-05-01,삭제,,0,내복,파비스푸마르산케토티펜정,1,정,(주)한국파비스바이오텍,222,180101ATB,전문의약품,,의약품동등,,,,2011-01-25,,,,,1,,,,,A22450331,,,,ketotifen fumarate (as ketotifen 1mg)
683601600,2012-03-01,삭제,,0,내복,파비스플루코나졸캡슐50mg(플루코나졸),1,캡슐,(주)한국파비스바이오텍,629,159903ACH,전문의약품,,생동(사후통보),대체조제가능,,,2011-08-29,,,,,1,,,,,A22401441,621801570,,,fluconazole 50mg
683601620,2012-03-01,삭제,,0,내복,팜시크린정(팜시클로버),1,정,(주)한국파비스바이오텍,629,157201ATB,전문의약품,,생동(사후통보),대체조제가능,,,2011-08-29,,,,,1,,,,,A22401721,621800950,,,famciclovir 0.25g
